url,url_length,has_at,has_dash,uses_https,num_dots,label
http://qshpglbaabd.com,22,0,0,0,1,1
http://www.vufxuvmpkzzf.in,26,0,0,0,2,0
http://qdqtwen-42@malicious.net,31,1,1,0,1,1
http://malmkmmueixn-60@malicious.org,36,1,1,0,1,1
http://fhhns.com,16,0,0,0,1,0
http://www.zmpuxognmx.org,25,0,0,0,2,0
https://bqvvgbx@malicious.in,28,1,0,1,1,1
https://szbwpmnyiows.in,23,0,0,1,1,1
https://thbjobur@malicious.net,30,1,0,1,1,1
http://ktswc.org,16,0,0,0,1,0
http://lcfkoxab.in,18,0,0,0,1,1
https://pqgojutcqywnpe.in,25,0,0,1,1,0
https://shhdjhkp.org/x790y3921x,31,0,0,1,1,1
https://hefhoirupdm.net,23,0,0,1,1,0
http://psvtpapzw.com,20,0,0,0,1,0
http://ilirefkq.org,19,0,0,0,1,0
https://mbhyinps.in,19,0,0,1,1,0
https://bylequfhoc.org,22,0,0,1,1,0
http://olysqmnbrrmhl@malicious.net/49082yxy30,45,1,0,0,1,1
http://www.ndxqxdrk.in,22,0,0,0,2,0
http://lwqugsjwi-01.net,23,0,1,0,1,1
https://jlaxcbtaubhodxu.com/26x64yz2zx,38,0,0,1,1,1
http://mfjxwtjmglzkkh.in,24,0,0,0,1,0
http://sckicgtsxrtqst.in/63z5x1zyy6,35,0,0,0,1,1
https://hfdoxxddwudqnh-71@malicious.org/z986200x14,50,1,1,1,1,1
https://owhqw@malicious.org/398z15z358,38,1,0,1,1,1
http://www.gsdjnzphsmtfmsn.com,30,0,0,0,2,0
https://rjxlkjiksjrax-07@malicious.in,37,1,1,1,1,1
http://arjxlqqw.in/0882xx78z1,29,0,0,0,1,1
https://www.ikuwyjsam.net,25,0,0,1,2,0
http://www.hfydelzasullj.org,28,0,0,0,2,0
http://zfqkratnxpue.org,23,0,0,0,1,0
https://www.fmombrjdteo.org,27,0,0,1,2,0
http://ivpvszeqkgtclx-78@malicious.net,38,1,1,0,1,1
https://akwjsffehaimz.org,25,0,0,1,1,0
https://gvnhmpwrku-22.net/79316y0z38,36,0,1,1,1,1
http://ncztwkhq-60.net/661yx10196,33,0,1,0,1,1
https://pfxmylpafui.net/78y8159x4y,34,0,0,1,1,1
http://www.fxnttvasgofxqkm.in,29,0,0,0,2,0
https://tzxncirz-89.com/00189x1971,34,0,1,1,1,1
http://qtusmzmvzwaqhdc.net,26,0,0,0,1,0
https://ryzoyp.com,18,0,0,1,1,1
https://xawfgfhkfwf.org,23,0,0,1,1,1
https://ogvhrqp-18.com,22,0,1,1,1,1
https://www.jftilskvvgnjnsn.in,30,0,0,1,2,0
http://gvdogemi-38@malicious.net/806xz07963,43,1,1,0,1,1
http://cbdzsmer.in,18,0,0,0,1,1
https://dhlchkwmnfcn.com,24,0,0,1,1,1
https://www.hdgxdemgeizako.in,29,0,0,1,2,0
https://jzucbftuuqsmpo-37@malicious.com,39,1,1,1,1,1
https://www.fraajdnsxt.org,26,0,0,1,2,0
http://shplqrqwha.net,21,0,0,0,1,0
https://jmkbddysqhtykd-23@malicious.in,38,1,1,1,1,1
https://rwdolowftzje-25@malicious.net/5551x0931x,48,1,1,1,1,1
https://www.yeddykqqeio.in,26,0,0,1,2,0
https://iwrbniqbx.org,21,0,0,1,1,0
https://ujbligd.com,19,0,0,1,1,0
https://fjqpcs-68.in/67598904x4,31,0,1,1,1,1
https://cfqlfrbmqsxa.org,24,0,0,1,1,1
https://keyntaqyhacz-96.org/39x837720z,38,0,1,1,1,1
http://pnbhmbojracml.com,24,0,0,0,1,0
https://auynoy.com,18,0,0,1,1,0
http://dtficdqvwdj-16.org/92z3x25006,36,0,1,0,1,1
https://vrlzaqruxjr-76.com,26,0,1,1,1,1
http://www.fjjxqoosdvcyf.in,27,0,0,0,2,0
https://www.tvsfazqb.org,24,0,0,1,2,0
https://zubsq.com/40x5438x1y,28,0,0,1,1,1
http://hldflmfyk.net/xz22118x8z,31,0,0,0,1,1
https://rgrxyv@malicious.org,28,1,0,1,1,1
https://oxbasiefukzhwb.org,26,0,0,1,1,1
http://shfmnu@malicious.net/6195z3zx88,38,1,0,0,1,1
https://gawucgrquqaddb@malicious.com,36,1,0,1,1,1
http://vrjvfpn.org,18,0,0,0,1,0
http://casaagnji.com,20,0,0,0,1,0
http://rlgmszxcfegcn.in,23,0,0,0,1,0
http://ejacopfja.com,20,0,0,0,1,0
http://www.ltxiqzlwlwqzpv.in,28,0,0,0,2,0
https://www.keulcn.net,22,0,0,1,2,0
http://www.ylsbtdycvogeix.in,28,0,0,0,2,0
http://cjbtdqnuqgs-62@malicious.org/5192z35972,46,1,1,0,1,1
http://hfhtkvjizufqpw-93.net/yy30405z4x,39,0,1,0,1,1
http://www.ceiscmiypyqtql.net,29,0,0,0,2,0
http://xnmqerxyp@malicious.in,29,1,0,0,1,1
https://sfjrsfcfzjnvpuy.in,26,0,0,1,1,0
http://www.uyijmnvpggrz.org,27,0,0,0,2,0
http://rqyajpvsrt@malicious.in/18063805x6,41,1,0,0,1,1
https://ukkzr.com,17,0,0,1,1,0
https://kvxschkxnydk@malicious.org/2213y418z5,45,1,0,1,1,1
http://nvwbbvisazpj.in/72y88y269x,33,0,0,0,1,1
http://feayfetzrmzaxvu-29.in,28,0,1,0,1,1
http://www.etojjasi.in,22,0,0,0,2,0
https://www.xahvnqhgyiwbu.in,28,0,0,1,2,0
http://fgivn@malicious.net/84y8y12769,37,1,0,0,1,1
http://aiaclpjnrb-39.in,23,0,1,0,1,1
https://www.xgimaxjkz.in,24,0,0,1,2,0
https://zvdcl.com,17,0,0,1,1,1
https://bhblvsiihy.org/x6x4491297,33,0,0,1,1,1
http://wneowew@malicious.org,28,1,0,0,1,1
https://hmayvqaawjimgsz-28.in,29,0,1,1,1,1
https://mfmohuoudoctore.com,27,0,0,1,1,0
http://mcwzdkbdqgsorvh.com,26,0,0,0,1,1
http://luhicnpxdfxxh-93.org,27,0,1,0,1,1
http://jojvrlvet.net,20,0,0,0,1,0
http://www.nsbjsrtql.in,23,0,0,0,2,0
https://rzusuwcvmuzl.org,24,0,0,1,1,0
https://fqlkynlmyqgjpmd-89.org,30,0,1,1,1,1
http://xmpxv-32.org/x1x0y180z6,30,0,1,0,1,1
http://www.vvocj.net,20,0,0,0,2,0
http://xuqxzefrcgunv.in,23,0,0,0,1,0
http://rnsrsky.in,17,0,0,0,1,0
https://xecgqfotmdk.net,23,0,0,1,1,0
https://www.fbnuhkw.com,23,0,0,1,2,0
https://gcieuqumcyrdcw@malicious.in,35,1,0,1,1,1
http://seygphefqpgs.in,22,0,0,0,1,1
http://wnuarsqobvoshh.org,25,0,0,0,1,0
https://vyyttrwilbagp-78@malicious.com,38,1,1,1,1,1
http://qzxcggpoafyrp.org,24,0,0,0,1,0
http://mophbgcyltton.in,23,0,0,0,1,0
https://kgpqcase.com,20,0,0,1,1,0
http://xyquvxlhnm-56@malicious.com/x8531x85z8,45,1,1,0,1,1
https://texvxbnws.com,21,0,0,1,1,0
https://embaicuob.org,21,0,0,1,1,0
http://lzbtzwih@malicious.net/y334092224,40,1,0,0,1,1
https://jembyab-50.com/8y8592z5x8,33,0,1,1,1,1
https://nvbbogktxgu.in,22,0,0,1,1,0
https://jrtizyegspkmc-62@malicious.com/00x987914z,49,1,1,1,1,1
https://gmxdnvav.net,20,0,0,1,1,0
https://wgmdwruxq.org/3158601273,32,0,0,1,1,1
https://jglqafgfpxwglxp-27@malicious.org,40,1,1,1,1,1
http://qknvutl.in,17,0,0,0,1,0
https://vescgihzgbw-94.com/419xz8031z,37,0,1,1,1,1
https://mgtmamcscnuuyay.com,27,0,0,1,1,0
http://ffsqbddtgyemv-21.com,27,0,1,0,1,1
http://jqcyb@malicious.org/19164458x1,37,1,0,0,1,1
https://cqdkxlnyfb-79@malicious.com,35,1,1,1,1,1
http://wwooe.net,16,0,0,0,1,0
http://prktcytiu.org/2153087734,31,0,0,0,1,1
https://xgpft-98.net,20,0,1,1,1,1
http://aylolnhkgol.org,22,0,0,0,1,0
http://www.kkakn.org,20,0,0,0,2,0
https://rsney-14.net/0758z1y0x4,31,0,1,1,1,1
https://dwvdsijglmni-84@malicious.net/8x76279731,48,1,1,1,1,1
http://eznlhywpceffs.in,23,0,0,0,1,0
http://jgbsslhofsbrzvz.org,26,0,0,0,1,0
https://xbywqxkg-06.org,23,0,1,1,1,1
http://zlrwrotqncc-53.net/1726890448,36,0,1,0,1,1
http://qggjffstyj.org,21,0,0,0,1,0
http://dumaayzfugc.net,22,0,0,0,1,1
https://uabcoqv-80.net/7x7zy66070,33,0,1,1,1,1
http://slqmn@malicious.org/z116313xx3,37,1,0,0,1,1
https://cghnuhuvnhsg-99.com,27,0,1,1,1,1
https://klliendiksnhosz.in/26y4y62618,37,0,0,1,1,1
http://wzmyryzwtigaity.com,26,0,0,0,1,0
http://pocbx@malicious.com,26,1,0,0,1,1
https://yxdtcxgkqngyrr.net,26,0,0,1,1,1
http://www.wicnlgktidldq.in,27,0,0,0,2,0
http://tdlzyxxfrw.org,21,0,0,0,1,0
http://qqlroh.org/45708x1158,28,0,0,0,1,1
http://www.rpxdvl.org,21,0,0,0,2,0
https://eyptuamkxxhfrrx.org/6y423y5zy5,38,0,0,1,1,1
http://fxyfltmo.org,19,0,0,0,1,0
https://xgedgezcldbjf.org,25,0,0,1,1,1
http://jxznabdzud.com,21,0,0,0,1,0
http://www.lnkhfxhsmymeaq.in,28,0,0,0,2,0
http://ljtqaywffajc.org,23,0,0,0,1,1
https://www.wsodv.com,21,0,0,1,2,0
http://www.togjrwj.in,21,0,0,0,2,0
https://atowiitetxwpyir.net,27,0,0,1,1,0
https://wpgmiv.in,17,0,0,1,1,0
http://vlslxydacdqb.in/xz17767006,33,0,0,0,1,1
https://aajguarl-37.in/6y86105x08,33,0,1,1,1,1
https://zrxzsvepcasfrpm.in/5z55z29925,37,0,0,1,1,1
http://rfgpff.in,16,0,0,0,1,0
https://ixdboojrlvihgrg.org,27,0,0,1,1,0
https://wirnrx.com,18,0,0,1,1,0
https://stxbzmhcoini.com,24,0,0,1,1,1
http://zsdmoddvlxfczg-43.org/4975y4x71y,39,0,1,0,1,1
https://mhcrbz@malicious.net/5980xxz835,39,1,0,1,1,1
https://iriaikow.org,20,0,0,1,1,0
http://fvpoetyjvh.net,21,0,0,0,1,0
https://tahisrdrvkavp@malicious.org/529311z00y,46,1,0,1,1,1
http://ewrkmudnb.net,20,0,0,0,1,0
https://hukxwr@malicious.in,27,1,0,1,1,1
https://nozdolbygoqndsu.com,27,0,0,1,1,0
http://ehaeqobhhbnet.com,24,0,0,0,1,0
https://nogpfwtz.net,20,0,0,1,1,0
https://nyrwft.org/6x472x5x84,29,0,0,1,1,1
http://nozazs.net,17,0,0,0,1,1
https://rmelrtmu@malicious.org/yy944x4x7z,41,1,0,1,1,1
http://gccsdmayae.com,21,0,0,0,1,0
https://pbkcsevyn.in/447yy28z21,31,0,0,1,1,1
http://htfivcycqgu.org,22,0,0,0,1,1
https://ibuahtfvvqvlgqf.org,27,0,0,1,1,0
https://jpptdfcymogdanq.in,26,0,0,1,1,0
http://rupoaz@malicious.com,27,1,0,0,1,1
http://lueau.org,16,0,0,0,1,0
http://www.aexwqsis.in,22,0,0,0,2,0
https://www.okxzefdwscbc.in,27,0,0,1,2,0
http://svetsp-99.net/91902x0z6x,31,0,1,0,1,1
https://idraotnyxoc.net,23,0,0,1,1,0
http://www.lwbog.in,19,0,0,0,2,0
http://zelnwfpa.in/y82z666zz6,29,0,0,0,1,1
http://rkmhdovxrj.org,21,0,0,0,1,1
https://trcbr.in,16,0,0,1,1,0
https://ayhibozhfn.org,22,0,0,1,1,0
http://ikaxrdikpepqb.net,24,0,0,0,1,0
http://ortdbshgfa.com,21,0,0,0,1,0
https://pgugvpcrowwsikx@malicious.org/0yzx9573z2,48,1,0,1,1,1
https://pgeihk.com,18,0,0,1,1,0
http://jhnxbcbpdtox-28@malicious.net/61yzxy1948,47,1,1,0,1,1
http://hnrcobcdla.net,21,0,0,0,1,0
http://pfsopikyrhwip.org,24,0,0,0,1,0
http://xzdsykxbcegv.org,23,0,0,0,1,1
http://yrvyiwv.in/5x0x8x9330,28,0,0,0,1,1
http://idpbtlfcpbp.com,22,0,0,0,1,0
https://yybtxyj@malicious.net/x661937x1z,40,1,0,1,1,1
http://www.ekrplypwsfo.com,26,0,0,0,2,0
http://zzdnoybojie-81@malicious.com/786918y400,46,1,1,0,1,1
https://bhgskm.org,18,0,0,1,1,0
http://irpyuph.net,18,0,0,0,1,0
https://www.qzqtn.net,21,0,0,1,2,0
http://hsjbfcgerhoswx.net/20774638yx,36,0,0,0,1,1
https://mkfcs-77.net,20,0,1,1,1,1
https://www.gydszplkcewilje.com,31,0,0,1,2,0
https://jmgkiadyfjuj-01.net/y503779x07,38,0,1,1,1,1
http://nyfluf.in,16,0,0,0,1,1
http://qeurwbduklxwbjc-01.com,29,0,1,0,1,1
http://xrsura.org/60146yz668,28,0,0,0,1,1
http://momhfbjgdq.net,21,0,0,0,1,0
https://vjsuvptswqss.com,24,0,0,1,1,0
https://chwcusxhaac.com/yxz13611y2,34,0,0,1,1,1
http://cocmyxy@malicious.com,28,1,0,0,1,1
http://sjnttchkryikpva.in,25,0,0,0,1,0
http://ytkjtrucqttiil.org,25,0,0,0,1,0
https://gonnkwt.org,19,0,0,1,1,0
http://jeoxqgfeduvs-04@malicious.in/7669348x57,46,1,1,0,1,1
http://wbepjgdhrfv.org,22,0,0,0,1,0
https://aytyauougr.org,22,0,0,1,1,0
https://ppeyremfhepd-92.org,27,0,1,1,1,1
https://www.yzuexllcxhif.net,28,0,0,1,2,0
https://gulsm.com,17,0,0,1,1,0
http://www.ulerpoegkshvwtw.com,30,0,0,0,2,0
https://sopum-25.org,20,0,1,1,1,1
http://qrtpbd.in,16,0,0,0,1,0
https://cfkcpwvboc-13@malicious.org/3x11292902,46,1,1,1,1,1
https://www.zrotc.org,21,0,0,1,2,0
http://lefoggqshcul-09.net/6539xy8334,37,0,1,0,1,1
https://etptl@malicious.net/434xx82814,38,1,0,1,1,1
https://wqdrykhsbej-96@malicious.com,36,1,1,1,1,1
http://htdtfwubs-02.in,22,0,1,0,1,1
http://tyewn-86.net/06892z055z,30,0,1,0,1,1
http://www.qvzlctpcqx.com,25,0,0,0,2,0
http://vyrwiayvyagxtiu.net,26,0,0,0,1,1
http://uxcevijxdzpvz.in,23,0,0,0,1,0
http://www.crtzf.org,20,0,0,0,2,0
http://gambbfi.org/9636z8yy79,29,0,0,0,1,1
http://xninsszzgc.net,21,0,0,0,1,0
http://wfzejhnic-26.org,23,0,1,0,1,1
https://sjhlbnmeh-66.org,24,0,1,1,1,1
https://eixsaqdica.com,22,0,0,1,1,1
https://stmtb.org,17,0,0,1,1,0
https://earnus.net,18,0,0,1,1,0
https://bowfkteezhrrzds-57@malicious.org,40,1,1,1,1,1
https://ykhxglkwqddr.in,23,0,0,1,1,0
